ID,Question ID,Question,Option 1,Option 2,Option 3,Option 4,Option 5,Answer,Explain,Difficulty,Publish,Created At,Updated At
204568,3965,"“বৈরাগ্য সাধনে  _________  সে আমার নয়” শূন্যস্থান পূরণ করুন।
",ক) মুক্তি,খ) আনন্দ,গ) বিশ্বাস,ঘ) আশ্বাস,,1,"বৈরাগ্য সাধনে <strong>মুক্তি</strong> সে আমার নয়<br />- রবীন্দ্রনাথ ঠাকুর<br /><br />বৈরাগ্য সাধনে মুক্তি, সে আমার নয় ।<br /><br />অসংখ্য বন্ধন-মাঝে মহানন্দময়<br />লভিব মুক্তির স্বাদ । এই বসুধার<br />মৃত্তিকার পাত্রখানি ভরি বারম্বার<br />তোমার অমৃত ঢালি দিবে অবিরত<br />নানাবর্ণগন্ধময় । প্রদীপের মতো<br />সমস্ত সংসার মোর লক্ষ বর্তিকায়<br />জ্বালায়ে তুলিবে আলো তোমারি শিখায়<br />তোমার মন্দির-মাঝে ।<br /><br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;ইন্দ্রিয়ের দ্বার<br />রুদ্ধ করি যোগাসন, সে নহে আমার ।<br />যে-কিছু আনন্দ আছে দৃশ্যে গন্ধে গানে<br />তোমার আনন্দ রবে তার মাঝখানে ।<br /><br /><br />মোহ মোর মুক্তিরূপে উঠিবে জ্বলিয়া,<br />প্রেম মোর ভক্তিরূপে রহিবে ফলিয়া ।",1,True,2022-10-11 18:07:51.262697+00:00,2025-06-24 08:32:25.782052+00:00
44871,1359,সত্যেন্দ্রনাথ দত্তকে “ছন্দের জাদুকর” উপাধি দেন কে?,ক) সত্যেন সেন,খ) জহির রায়হান,গ) রবীন্দ্রনাথ ঠাকুর,ঘ) সতীনাথ ভাদুড়ী,,3,রবীন্দ্রনাথ ঠাকুর সত্যেন্দ্রনাথ দত্তকে “ছন্দের জাদুকর” উপাধি দেন। <br/>উৎসঃ শীকর বাংলা ভাষা ও সাহিত্য-মোহসীনা নাজিলা,1,True,2020-01-11 18:52:23.097314+00:00,2023-03-10 09:25:09.432833+00:00
44940,1359,সুধীন্দ্রনাথ দত্ত কোন কাব্যগ্রন্থ রবীন্দ্রনাথকে উৎসর্গ করেছিলেন?,ক) তন্বী,খ) সংবর্ত,গ) দশমী,ঘ) প্রতিদিন,,1,"সুধীন্দ্রনাথ দত্ত তন্বী কাব্যগ্রন্থ রবীন্দ্রনাথকে উৎসর্গ করেছিলেন। উৎসর্গপত্রে লিখা ছিলো, ‘ঋণ শোধের জন্য নয়, ঋণ স্বীকারের জন্য। ’<br/>উৎসঃ শীকর বাংলা ভাষা ও সাহিত্য-মোহসীনা নাজিলা",1,True,2020-01-11 19:00:11.957173+00:00,2024-05-12 12:39:07.468875+00:00
44882,1359,সুনীতিকুমার চট্টোপাধ্যায়কে ‘ভাষাচার্য’ উপাধি দেন-,ক) সিকান্দার আবু জাফর,খ) শামসুর রহমান,গ) রবীন্দ্রনাথ ঠাকুর,ঘ) নির্মলেন্দু গুণ,,3,রবীন্দ্রনাথ ঠাকুর সুনীতকুমার চট্টোপাধ্যায়কে ‘ভাষাচার্য’ উপাধি দেন। <br/>উৎসঃ শীকর বাংলা ভাষা ও সাহিত্য-মোহসীনা নাজিলা,1,True,2020-01-11 18:53:14.797944+00:00,2023-03-10 09:38:24.408457+00:00
144876,2709,"                      ",ক) শ্যামা,খ) রাজা ও রাণী,গ) বিসর্জন,ঘ) চিত্রাঙ্গদা,,1,"<p>রবীন্দ্রনাথ ঠাকুরের কাব্যনাট্যঃ<br />- রাজা ও রাণী<br />- বিসর্জন<br />- চিত্রাঙ্গদা (১৮৯২ সালে রচিত; এটি মূলত কাব্যনাট্য)<br />- মালিনী</p>
<p>তার রচিত নৃত্যনাট্যঃ<br />- শ্যামা<br />- নটীর পূজা<br />- চণ্ডালিকা</p>
<p>উল্লেখ্য, চিত্রাঙ্গদা নামে রবীন্দ্রনাথ ঠাকুরের একটি নৃত্যনাট্যও রয়েছে যা ১৯৩৬ সালে প্রকাশিত হয়।</p>
<p>সোর্সঃ লাইভ এমসিকিউ লেকচার ও বাংলা সাহিত্যের ইতিহাস, ড. মাহবুবুল আলম।</p>",1,True,2021-08-27 21:03:08.827453+00:00,2023-03-10 10:36:20.423362+00:00
144877,2709,''আজি এ প্রভাতে রবির কর<br />কেমনে পশিল প্রাণের পর'' —কোন কবিতার লাইন?,ক) সবুজের অভিযান,খ) শেষ চিঠি,গ) নির্ঝরের স্বপ্নভঙ্গ,ঘ) নিষ্ফল কামনা,,3,"<p>নির্ঝরের স্বপ্নভঙ্গ &ndash; রবীন্দ্রনাথ ঠাকুর<br /><br />আজি এ প্রভাতে রবির কর<br />কেমনে পশিল প্রাণের পর,<br />কেমনে পশিল গুহার আঁধারে প্রভাতপাখির গান!<br />না জানি কেন রে এত দিন পরে জাগিয়া উঠিল প্রাণ।<br />জাগিয়া উঠেছে প্রাণ,<br />ওরে উথলি উঠেছে বারি,<br />ওরে প্রাণের বাসনা প্রাণের আবেগ রুধিয়া রাখিতে নারি।</p>",1,True,2021-08-27 21:03:08.856896+00:00,2023-03-10 10:36:46.432181+00:00
144879,2709,রবীন্দ্রনাথ ঠাকুরের ঐতিহাসিক উপন্যাস কোনটি?,ক) রাজর্ষি,খ) প্রজাপতির নির্বন্ধ,গ) গোরা,ঘ) ঘরে বাইরে,,1,<p>রাজর্ষি (১৮৮৭): ত্রিপুরার রাজপরিবারের ইতিহাস নিয়ে রচিত রবীন্দ্রনাথ ঠাকুরের ঐতিহাসিক উপন্যাস।<br />- ১৮৯১ সালে এই উপন্যাসের প্রথমাংশ অবলম্বনে ''বিসর্জন'' নাটকটি রচিত হয়।<br />- 'প্রজাপতির নির্বন্ধ' হলো তার হাস্যরসাত্মক উপন্যাস।<br />- 'গোরা' এপিক উপন্যাস।<br />- 'ঘরে বাইরে' রাজনৈতিক উপন্যাস।<br /><br />সোর্সঃ লাইভ এমসিকিউ লেকচার।</p>,1,True,2021-08-27 21:03:08.915356+00:00,2023-03-10 10:36:53.984708+00:00
144881,2709,রবীন্দ্রনাথ ঠাকুরের উপন্যাস নয় কোনটি?,ক) শেষের কবিতা,খ) নৌকাডুবি,গ) শেষ প্রশ্ন,ঘ) মালঞ্চ,,3,"<p>রবীন্দ্রনাথ ঠাকুরের উপন্যাসঃ<br />- করুণা (অসমাপ্ত, ১৮৭৭)<br />- বৌঠাকুরাণীর হাট<br />- রাজর্ষি<br />- চোখের বালি<br />- নৌকাডুবি<br />- প্রজাপতির নির্বন্ধ<br />- গোরা<br />- ঘরে বাইরে<br />- চতুরঙ্গ<br />- যোগাযোগ<br />- শেষের কবিতা<br />- দুই বোন<br />- মালঞ্চ<br />- চার অধ্যায়<br /><br />অপরদিকে,<br />'শেষ প্রশ্ন' হলো শরৎচন্দ্র রচিত একটি উপন্যাস।<br /><br /><strong>উৎসঃ</strong> লাল নীল দীপাবলি, ড. হুমায়ুন আজাদ;&nbsp;বাংলা ভাষা ও সাহিত্য জিজ্ঞাসা-ড. সৌমিত্র শেখর।</p>",1,True,2021-08-27 21:03:08.989288+00:00,2023-03-10 10:36:58.289476+00:00
144883,2709,রবীন্দ্রনাথ ঠাকুর 'নাইট' উপাধি ত্যাগ করেন কত সালে?,ক) ১৯১৫,খ) ১৯১৮,গ) ১৯১৭,ঘ) ১৯১৯,,4,"<p>- রাওলাট আইনের বিরুদ্ধে ১৯১৯ সালের ১৩ এপ্রিল পাঞ্জাবের অমৃতসরে আয়োজিত এক সভায় জেনারেল (অব.) ডায়ারের নির্দেশে ইংরেজ বাহিনীর গুলিবর্ষণে বহু নিরস্ত্র লোক মারা যায়।<br />- এই হত্যাকাণ্ড ইতিহাসে 'জালিয়ানওয়ালাবাগ হত্যাকাণ্ড' নামে পরিচিত।<br />- জালিয়ানওয়ালাবাগ হত্যাকাণ্ডের প্রতিবাদে রবীন্দ্রনাথ ঠাকুর<strong> ১৯১৯</strong> সালে ব্রিটিশ সরকার প্রদত্ত (১৯১৫ সালে প্রদত্ত) &lsquo;নাইট উপাধি&rsquo; ত্যাগ করেন।<br /><br />সোর্সঃ বাংলাপিডিয়া এবং&nbsp;বাংলা ভাষা ও সাহিত্য জিজ্ঞাসা, ড. সৌমিত্র শেখর।</p>",1,True,2021-08-27 21:03:09.081474+00:00,2023-03-10 10:37:01.402711+00:00
144885,2709,রবীন্দ্রনাথ ঠাকুরের প্রথম প্রকাশিত নাটক হলো-,ক) বাল্মীকি প্রতিভা,খ) হিন্দুমেলার উপহার,গ) ভিখারিণী,ঘ) চিরকুমার সভা,,1,"<p>- রবীন্দ্রনাথ ঠাকুরের প্রথম প্রকাশিত কবিতা 'হিন্দুমেলার উপহার'।<br />- প্রথম প্রকাশিত কাব্যগ্রন্থ 'কবি-কাহিনী'।<br />- প্রথম প্রকাশিত নাটক 'বাল্মীকি প্রতিভা'।<br />- প্রথম প্রকাশিত উপন্যাসের নাম 'বৌঠাকুরাণীর হাট'৷<br />- প্রথম প্রকাশিত ছোটগল্পের নাম 'ভিখারিণী'৷<br />- প্রথম প্রকাশিত প্রবন্ধগ্রন্থ 'বিবিধপ্রসঙ্গ'।<br /><br />উৎসঃ বাংলা ভাষা ও সাহিত্য জিজ্ঞাসা, ড. সৌমিত্র শেখর</p>",1,True,2021-08-27 21:03:09.144012+00:00,2023-03-10 10:37:18.897856+00:00
144887,2709,রবীন্দ্রনাথ ঠাকুরের কাব্যগ্রন্থ হলো-,ক) পুবের হাওয়া,"খ) চিত্রাঙ্গদা ",গ) জিঞ্জির,ঘ) নতুন চাঁদ,,0,অপশনে কোনো সঠিক উত্তর নেই।<br />চিত্রাঙ্গদা (১৮৯২) একটি কাব্যনাট্য এবং ১৯৩৬ সালে একই নামে প্রকাশিত গ্রন্থটি একটি নৃত্যনাট্য।<br /><br />যদিও ড. হুমায়ুন আজাদ রচিত লাল নীল দীপাবলি বইয়ের ৮৭ নং পৃষ্ঠায় &lsquo;চিত্রাঙ্গদা&rsquo;কে একটি কবিতা হিসাবে দেখানো হয়েছে; তবে এটি শুধুমাত্র চিত্রাঙ্গদা কাব্যনাট্যে ব্যবহৃত একটি কবিতা; আলাদা কোনো কাব্যগ্রন্থ নয়। প্রশ্নে শুধু 'কবিতা' চাওয়া হলে উত্তর 'চিত্রাঙ্গদা' ঠিক হতো।<br /><br />অপশনে কোন সঠিক উত্তর না থাকায় বাতিল করা হয়েছে।,1,True,2021-08-27 21:03:09.191625+00:00,2023-03-10 10:37:47.444910+00:00
144889,2709,রবীন্দ্রনাথ ঠাকুরের 'ঘরে-বাইরে' উপন্যাসের চরিত্র কোনটি?,ক) মধুসূদন,খ) নিখিলেশ,গ) লাবণ্য,ঘ) বিহারী,,2,"<p>- রবীন্দ্রনাথ ঠাকুরের 'ঘরে-বাইরে' উপন্যাসের চরিত্র নিখিলেশ ও বিমলা।<br />- 'চোখের বালি' উপন্যাসের চরিত্র বিহারী ও বিনোদিনী।<br />- 'যোগাযোগ' উপন্যাসের চরিত্র মধুসূদন ও কুমুদিনী<br />- 'শেষের কবিতা' উপন্যাসের চরিত্র অমিত, লাবণ্য, কেতকী ইত্যাদি।<br /><br />উৎসঃ বাংলা ভাষা ও সাহিত্য জিজ্ঞাসা, ড. সৌমিত্র শেখর।</p>",1,True,2021-08-27 21:03:09.262669+00:00,2023-03-10 10:37:52.167559+00:00
144892,2709,রবীন্দ্রনাথ ঠাকুর রচিত কাব্যোপন্যাস কোনটি?,ক) মালঞ্চ,খ) শেষের কবিতা,গ) চার অধ্যায়,ঘ) গোরা,,2,"<p>&bull; শেষের কবিতা (১৯২৯) রবীন্দ্রনাথ ঠাকুর রচিত একটি কাব্যোপন্যাস।<br />&bull; এই উপন্যাসের উল্লেখযোগ্য চরিত্রঃ<br />- অমিত রায়,<br />- কেতকী,<br />- লাবণ্য,<br />- শোভনলাল ইত্যাদি।<br /><br />উৎসঃ বাংলা ভাষা ও সাহিত্য জিজ্ঞাসা, ড. সৌমিত্র শেখর।</p>",1,True,2021-08-27 21:03:09.379838+00:00,2023-03-10 10:38:32.320472+00:00
144895,2709,রবীন্দ্রনাথ ঠাকুরকে 'বিশ্বকবি' উপাধি দেন-,ক) ব্রহ্মবান্ধব উপাধ্যায়,খ) মহাত্মা গান্ধী,গ) ক্ষিতিমোহন সেন,ঘ) চি-সি লিজেন,,1,<p>রবীন্দ্রনাথ ঠাকুরকে -<br />- মহাত্মা গান্ধী 'গুরুদেব' অভিধায় ভূষিত করেন।<br />- ক্ষিতিমোহন সেন 'কবিগুরু'&nbsp;অভিধায় ভূষিত করেন।<br />- <strong>ব্রহ্মবান্ধব উপাধ্যায়</strong> <em><strong>'বিশ্বকবি'</strong></em> অভিধায় ভূষিত করেন।<br />- চীনা কবি চি-সি লিজন 'ভারতের মহাকবি' অভিধায় ভূষিত করেন। <br /><br />সোর্সঃ&nbsp;লাইভ এমসিকিউ লেকচার।</p>,1,True,2021-08-27 21:03:09.467439+00:00,2023-03-10 10:38:44.809122+00:00
46445,1377,বিহারীলাল চক্রবর্তীকে ভোরের পাখি নামে কে আখ্যায়িত করেছেন?,ক) কাজী নজরুল ইসলাম,খ) রবীন্দ্রনাথ ঠাকুর,গ) মাইকেল মধুসুদন,ঘ) বুদ্ধদেব বসু,ঙ) কোনটিই নয়,2,"বিহারীলালই প্রথম বাংলায় ব্যাক্তির আত্নলীনতা, ব্যক্তিগত অনুভূতি ও গীতোচ্ছাস সহযোগে কবিতা রচনা করে বাংলা কবিতাকে নতুন এক প্রেরণা দান করেন। এ ক্ষেত্রে তিনি ছিলেন প্রথম। তাই তাকে ভোরের পাখি বলা হয়। উৎসঃ বাংলা ভাষা ও সাহিত্য জিজ্ঞাসা-ড. সৌমিত্র শেখর।",1,True,2020-01-22 20:49:13.543937+00:00,2023-03-10 11:08:14.170583+00:00
46331,1377,বঙ্গভঙ্গের প্রেক্ষাপটে রচিত রবীন্দ্রনাথ ঠাকুরের উপন্যাস কোনটি?,ক) গোরা,খ) ঘরে বাইরে,গ) শেষের কবিতা,ঘ) চার অধ্যায়,ঙ) চোখের বালি,1,"গোরা - উপন্যাসটি ১৯০৫ সালের বঙ্গভঙ্গের প্রেক্ষাপটে রচিত। এটি ১৯১০ সালে প্রকাশিত এবং রবীন্দনাথের দীর্ঘতম উপন্যাস। অন্যদিকে, ঘরে বাইরে উপন্যাসটি - ব্রিটিশ ভারতের রাজনীতির প্রেক্ষাপটে রচিত। উৎসঃ মোহসীনা নাজিলা রচিত শীকর বাংলা ভাষা ও সাহিত্য।",1,True,2020-01-22 19:28:58.012427+00:00,2023-03-10 11:12:01.348481+00:00
46337,1377,“.......কিন্তু মঙ্গল আলোকে আমার শুভ উৎসব উজ্জ্বল হইয়া উঠিল।” - রবীন্দ্রনাথ ঠাকুরের কোন গল্পের অংশ বিশেষ?,ক) হৈমন্তী,খ) দান প্রতিদান,গ) কাবুলিওয়ালা,ঘ) ছুটি,ঙ) দেনা পাওনা,3,"রবীন্দ্রনাথ ঠাকুরের বিখ্যাত সামাজিক ছোট গল্প - কাবুলিওয়ালা। এর উল্লেখযোগ্য চরিত্র - রহমত, খুকী প্রমুখ। উল্লেখিত উক্তিটি এই গল্পের। রবীন্দ্রনাথ ঠাকুর রচিত অন্যান্য গল্প - পোস্ট মাস্টার, ছুটি, হৈমন্তী, মুসলমানীর গল্প, দেনা পাওনা, মেঘ ও রৌদ্র, দান প্রতিদান, রৌদ্র ইত্যাদি।</br>উৎসঃ মোহসীনা নাজিলা রচিত শীকর বাংলা ভাষা ও সাহিত্য।",1,True,2020-01-22 19:29:57.197755+00:00,2023-03-10 11:17:22.942614+00:00
92537,2278,রবীন্দ্রনাথ তাঁর 'বিসর্জন' নাটকটিতে কোন চরিত্রে অভিনয় করেন?,ক) অপর্ণা,খ) গুণবতী,গ) গোবিন্দমাণিক্য,ঘ) জয়সিংহ,,4,"'বিসর্জন' (১৮৯০) রবীন্দ্রনাথ ঠাকুরের জনপ্রিয় নাটকগুলির অন্যতম। এই নাটকটি অমিত্রাক্ষর ছন্দে রচিত৷<br/>তিনি স্বয়ং এই নাটকের প্রধান দুটি চরিত্র রঘুপতি ও জয়সিংহের ভূমিকায় বিভিন্ন সময়ে অভিনয় করেন।<br/>অন্যান্য চরিত্র গুলো হলোঃ অপর্ণা, গুণবতী ও গোবিন্দমাণিক্য৷ <br/>উৎসঃ বাংলা ভাষা ও সাহিত্য জিজ্ঞাসা-ড. সৌমিত্র শেখর",1,True,2020-12-08 19:17:45.773521+00:00,2023-03-10 12:00:12.570990+00:00
92574,2278,‘শেষলেখা’ রবীন্দ্রনাথ ঠাকুরের কী জাতীয় রচনা?,ক) কাব্যগ্রন্থ,খ) নাটক,গ) উপন্যাস,ঘ) ছোটগল্প,,1,"রবীন্দ্রনাথ ঠাকুর (১৮৬১-১৯৪১):<br />'শেষলেখা' (১৯৪১) রবীন্দ্রনাথ ঠাকুরের মৃত্যুর পর প্রকাশিত শেষ কাব্যগ্রন্থ। <br/>রবীন্দ্রনাথ ঠাকুরের প্রকাশিত কাব্যগ্রন্থ মোট ৫৬টি।<br/>উল্লেখযোগ্য কয়েকটি কাব্যগ্রন্থ হচ্ছে - মানসী, সোনার তরী, চিত্রা, চৈতালী, ক্ষণিকা, গীতাঞ্জলি, বলাকা, পূরবী, পুনশ্চ, পত্রপুট, সেঁজুতি, শেষলেখা, প্রভাতসঙ্গীত, বনফুল, কবি-কাহিনী ইত্যাদি। <br/>উৎসঃ ড. সৌমিত্র শেখর রচিত বাংলা ভাষা ও সাহিত্য জিজ্ঞাসা।",1,True,2020-12-08 19:22:37.827904+00:00,2023-03-10 12:00:21.142581+00:00
92541,2278,রবীন্দ্রনাথ ঠাকুর বাংলা কোন তারিখে মৃত্যুবরণ করেন?,ক) ২২ শে বৈশাখ,খ) ২২ শে শ্রাবণ,গ) ২৫ শে বৈশাখ,ঘ) ২৫ শে শ্রাবণ,,2,"রবীন্দ্রনাথ ঠাকুর এশীয়দের মধ্যে প্রথম নোবেল পুরষ্কার পেয়ে বাংলা ভাষা ও সাহিত্যকে মর্যাদার আসনে প্রতিষ্ঠিত করেছেন। <br/>তিনি ১৮৬১ খ্রিস্টাব্দের ৭ই মে (২৫শে বৈশাখ, ১২৬৮ বঙ্গাব্দ) কলকাতার জোড়াসাঁকোর বিখ্যাত ঠাকুর পরিবারে জন্মগ্রহণ করেন। তিনি মৃত্যু বরণ করেন ১৯৪১ খ্রিস্টাব্দের ৭ই আগস্ট (২২শে শ্রাবণ, ১৩৪৮ বঙ্গাব্দ)। <br/>উৎসঃ বাংলা ভাষা ও সাহিত্য জিজ্ঞাসা, ড. সৌমিত্র শেখর",1,False,2020-12-08 19:18:37.518288+00:00,2023-03-10 12:00:30.578666+00:00
92546,2278,রবীন্দ্রনাথ তাঁর 'তাসের দেশ' নাটকটি কাকে উৎসর্গ করেন?,ক) শরৎচন্দ্র চট্টোপাধ্যায়,খ) নেতাজি সুভাষচন্দ্র বসু,গ) কাজী নজরুল ইসলাম,ঘ) ভিক্টোরিয়া ওকাম্পো,,2,রবীন্দ্রনাথ ঠাকুর নেতাজি সুভাষচন্দ্র বসুকে 'তাসের দেশ' নাটকটি উৎসর্গ করেন।<br/>এছাড়াও তিনি 'কালের যাত্রা' নাটকটি শরৎচন্দ্র চট্টোপাধ্যায়কে উৎসর্গ করেন;<br/>কাজী নজরুল ইসলামকে 'বসন্ত' নাটক এবং<br/>ভিক্টোরিয়া ওকাম্পোকে 'পূরবী' কাব্যগ্রন্থ উৎসর্গ করেন। <br/>উৎসঃ লাইভ এমসিকিউ লেকচার।,1,True,2020-12-08 19:20:09.600671+00:00,2023-03-10 12:02:05.705804+00:00
92547,2278,রবীন্দ্রনাথ ঠাকুরের প্রথম প্রকাশিত কাব্যগ্রন্থ কোনটি?,ক) কবি-কাহিনী,খ) বনফুল,গ) চিত্রা,ঘ) বলাকা,,1,"<p>রবীন্দ্রনাথ ঠাকুরের প্রথম প্রকাশিত গ্রন্থ 'কবি-কাহিনী'৷ এটি তার কাব্যগ্রন্থ, সে অর্থে এটি তার প্রকাশিত প্রথম কাব্যগ্রন্থও৷<br />উল্লেখ্য, রবীন্দ্রনাথ ঠাকুরের প্রকাশিত মোট কাব্যগ্রন্থ - ৫৬টি।<br />আরও উল্লেখযোগ্য কয়েকটি কাব্যগ্রন্থ হচ্ছে - মানসী, সোনার তরী, চিত্রা, চৈতালী, ক্ষণিকা, গীতাঞ্জলি, বলাকা, পূরবী, পুনশ্চ, পত্রপুট, সেঁজুতি, শেষলেখা, প্রভাতসঙ্গীত, বনফুল, কবি-কাহিনী ইত্যাদি। <br />উৎসঃ বাংলা ভাষা ও সাহিত্য জিজ্ঞাসা, ড. সৌমিত্র শেখর।</p>",1,True,2020-12-08 19:20:11.834863+00:00,2023-03-10 12:02:08.716384+00:00
92603,2278,"এই ছিলো মোর ঘটে -<br />তুমি মহারাজ সাধু হলে আজ, আমি আজ চোর বটে!<br />- কোন কবিতার অংশ?",ক) দুই বিঘা জমি,খ) কুলি,গ) আমি চঞ্চল হে,ঘ) নৈবেদ্য,,1,"<p>এ জগতে, হায়, সেই বেশি চায় আছে যার ভূরি ভূরি-<br />রাজার হস্ত করে সমস্ত কাঙালের ধন চুরি৷ <br />------------------------------------------------------------<br />এই ছিলো মোর ঘটে -<br />তুমি মহারাজ সাধু হলে আজ, আমি আজ চোর বটে!</p>
<p>উপরের পঙক্তিজোড়া রবীন্দ্রনাথ ঠাকুরের 'দুই বিঘা জমি' নামক কবিতা থেকে নেওয়া।<br />এটি রবীন্দ্রনাথ ঠাকুরের 'চিত্রা' কাব্যগ্রন্থ থেকে সংকলিত। <br /><br />উৎসঃ অষ্টম শ্রেণি সাহিত্য কণিকা।</p>",1,True,2020-12-08 19:25:46.445587+00:00,2023-03-10 12:03:54.413079+00:00
92549,2278,রবীন্দ্রনাথ ঠাকুরের ঘরে-বাইরে উপন্যাসের চরিত্র কোনটি?,ক) বিমলা,খ) মধুসূদন,গ) বিহারী,ঘ) শর্মিলা,,1,রবীন্দ্রনাথ ঠাকুরের 'ঘরে-বাইরে' উপন্যাসের চরিত্র নিখিলেস ও বিমলা।<br/> চোখের বালি উপন্যাসের চরিত্র বিহারী ও বিনোদিনী।<br/> যোগাযোগ উপন্যাসের চরিত্র মধুসূদন ও কুমুদিনী এবং শেষের কবিতা উপন্যাসের চরিত্র অমিত ও লাবণ্য। <br/>'দুই বোন' উপন্যাসের প্রধান চরিত্র- শর্মিলা।<br/>উৎসঃ লাইভ এমসিকিউ লেকচার।,1,False,2020-12-08 19:20:28.449379+00:00,2023-03-10 12:04:28.875122+00:00
92551,2278,রবীন্দ্রনাথ ঠাকুরের প্রথম প্রবন্ধগ্রন্থ কোনটি?,ক) পঞ্চভূত,খ) সভ্যতার সংকট,গ) বিবিধ প্রসঙ্গ,ঘ) সেঁজুতি,,3,"'বিবিধ প্রসঙ্গ' রবীন্দ্রনাথ ঠাকুরের প্রথম প্রবন্ধগ্রন্থ। এছাড়াও সভ্যতার সংকট, পঞ্চভূত ইত্যাদি তার প্রবন্ধ গ্রন্থ।<br/>মানসী, সোনার তরী, চিত্রা, চৈতালী, ক্ষণিকা, গীতাঞ্জলি, বলাকা, পূরবী, পুনশ্চ, পত্রপুট, সেঁজুতি, শেষলেখা, প্রভাতসঙ্গীত, বনফুল, কবি-কাহিনী ইত্যাদি তাঁর রচিত কাব্যগ্রন্থ।<br/>উৎসঃ বাংলা ভাষা ও সাহিত্য জিজ্ঞাসা-ড. সৌমিত্র শেখর",1,True,2020-12-08 19:20:37.344210+00:00,2023-03-10 12:06:15.798124+00:00
92628,2278,‘অমিত ও লাবণ্য’ রবীন্দ্রনাথ ঠাকুরের কোন উপন্যাসের চরিত্র?,ক) শেষের কবিতা,খ) দুই বোন,গ) চোখের বালি,ঘ) ঘরে বাইরে,,1,"‘শেষের কবিতা’ রবীন্দ্রনাথ ঠাকুর রচিত রোমান্টিক উপন্যাস। এটি প্রকাশিত হয় ১৯২৯ সালে। এটি একটি কাব্যোপন্যাসও।<br/>উপন্যাসটির অন্যতম প্রধান চরিত্র - অমিত ও লাবণ্য।<br/>‘চোখের বালি’ উপন্যাসের অন্যতম চরিত্র - মহেন্দ্র, বিনোদিনী।<br/>‘ঘরে বাইরে’ উপন্যাসের অন্যতম চরিত্র - নিখিলেস ও বিমলা।<br/>'দুই বোন' উপন্যাসের প্রধান চরিত্র - শর্মিলা। <br/>উৎসঃ লাইভ এমসিকিউ লেকচার।",1,True,2020-12-08 19:30:49.373718+00:00,2023-03-10 12:07:22.101099+00:00
92556,2278,রবীন্দ্রনাথ ঠাকুরের চলিত ভাষারীতিতে লেখা প্রথম উপন্যাস কোনটি?,ক) চতুরঙ্গ,খ) দুই বোন,গ) যোগাযোগ,ঘ) ঘরে বাইরে,,4,রবীন্দ্রনাথ ঠাকুরের চলিত ভাষারীতিতে লেখা প্রথম উপন্যাস 'ঘরে বাইরে' (১৯১৬)। এই উপন্যাসটি স্বদেশী আন্দোলনের পটভূমিকায় রচিত৷<br/>১৯৮৪ সালে সত্যজিৎ রায় এই উপন্যাস অবলম্বনে ''ঘরে বাইরে'' চলচ্চিত্র নির্মাণ করেন৷ <br/>উৎসঃ লাইভ এমসিকিউ লেকচার।,1,True,2020-12-08 19:21:18.569863+00:00,2023-03-10 12:07:47.885256+00:00
92639,2278,কোন ঘটনার প্রতিবাদে রবীন্দ্রনাথ ঠাকুর ‘নাইট’ উপাধি ত্যাগ করেন?,ক) জালিয়ানওয়ালাবাগ হত্যাকান্ড,খ) স্বদেশী আন্দোলন,গ) ৪৭ এর দেশভাগ,ঘ) বঙ্গভঙ্গ রদ,,1,"ব্রিটিশ সরকার ১৯১৫ সালের ৩রা জুন রবীন্দ্রনাথ ঠাকুরকে নাইটহুড বা 'স্যার' উপাধি প্রদান করে৷ পরে ১৯১৯ সালে, পাঞ্জাবের জালিয়ানওয়ালাবাগ হত্যাকান্ডের প্রতিবাদে তিনি এই উপাধি ত্যাগ করেন৷<br/>উৎসঃ বাংলা ভাষা ও সাহিত্য জিজ্ঞাসা-ড. সৌমিত্র শেখর",1,True,2020-12-08 19:50:57.258607+00:00,2024-05-01 07:59:20.181901+00:00
92559,2278,রবীন্দ্রনাথ ঠাকুরের প্রথম ছোটগল্প কোনটি?,ক) রবিবার,খ) ভিখারিনী,গ) দেনা পাওনা,ঘ) ল্যাবরেটরি,,2,"বাংলা সাহিত্যের ছোটগল্পের জনক রবীন্দ্রনাথ ঠাকুর। রবীন্দ্রনাথ ঠাকুরের প্রথম প্রকাশিত ছোটগল্পের নাম - ভিখারিণী। <br/>দেনাপাওনা, যজ্ঞেশ্বরের যজ্ঞ, অনধিকার প্রবেশ, রবিবার, শেষকথা, ল্যাবরেটরী ও পোস্ট মাস্টার - 
ইত্যাদিও তাঁর রচিত ছোটগল্প। <br/>উৎসঃ বাংলা ভাষা ও সাহিত্য জিজ্ঞাসা, ড. সৌমিত্র শেখর",1,True,2020-12-08 19:21:33.294321+00:00,2023-03-10 12:09:07.904283+00:00
